場所名稱,場所區域,場所地址,地點描述,LAT,LNG,緊急連絡電話,分機
高都汽車股份有限公司(旗山營業所),64000300,旗南二路88號,放置於出納櫃?前方,22.84955,120.466279,(07)6663006,AM08:30~PM5:30
高雄市內門區衛生所,64000350,觀亭里16鄰中埔頭20號,1樓門診   衛生教育櫃旁牆壁,22.954704,120.471728,(07)6671088,
高雄市內門區內門國民小學,64000350,內豐里內埔24號,"傳藝樓穿堂
四年仁班和中央走廊的牆壁",22.940734,120.457269,(07)6672078,
實踐大學高雄校區,64000350,大學路200號,F棟2F,22.904382,120.468021,(07)6678888,
實踐大學高雄校區,64000350,大學路200號,K棟餐廳,22.951754,120.468467,(07)6678888,
實踐大學高雄校區,64000350,大學路200號,穿堂右側彰銀提款機前,22.951754,120.468467,(07)6678888,3300
實踐大學高雄校區,64000300,華山路9號,第六宿舍(管理室旁),22.926447,120.502876,(07)6691321,
高雄市甲仙區小林國民小學,64000330,小林里五里路24之2號,由門口入2F川堂右邊,23.14844,120.632522,(07)6761065,400
高雄市杉林區上平國民小學,64000340,山仙路212號,行政樓與教學樓轉角,22.977007,120.544072,(07)6771102,
高雄市杉林區杉林國中,64000340,月眉里清水路中學巷6號,杉林國中穿堂牆壁,22.968728,120.54076,(07)6771108,
高雄市杉林區衛生所,64000340,上平里山仙路93巷2號,本所入大門右邊,22.976809,120.538673,(07)6771319,
高雄市杉林區新庄國小,64000340,新庄里司馬路45巷5號,新庄國小辦公室外走廊牆壁,22.989444,120.559982,(07)6771755,
高雄市茂林區衛生所,64000360,茂林里8-4號,"高雄市茂林區茂林里8-4號
衛生所內",22.886546,120.671755,(07)6801046,
高雄市立茂林國民中學,64000360,茂林里4-5號,視聽教室外走廊,22.884945,120.663938,(07)6801153,
高雄市美濃區衛生所,64000310,合和里美中路246號,位在衛生所候診室,22.894942,120.541471,(07)6812064,
高雄市私立旗美高級商工職業學校,64000310,中興路二段275號,學務處,22.884906,120.519513,(07)6812152,
高雄市立美濃國民中學,64000310,合和里中正路一段191號,健康中心與總務處之間,22.893651,120.543709,(07)6816166,21
美濃客家文物館,64000310,民族路49-3號,美濃客家文物館特展室前,22.911084,120.557458,(07)6818338,
高雄農場,64000310,吉洋里外六寮500號,服務中心進門左邊,22.833101,120.53052,(07)6831115,
高雄市美濃區吉東國小,64000310,吉東里吉頂19號,校舍1樓圖書館旁穿堂,22.853438,120.546412,(07)6831144,
高雄市立龍肚國民中學,64000310,中華路68號,龍肚國中穿堂右側,22.877733,120.571037,(07)6851314,22
玉山國家公園管理處梅山遊客中心,64000370,梅山里梅山巷44-5號,進入遊客中心大門右手邊,23.273291,120.825565,(07)6866181,
高雄市六龜區新威國民小學,64000320,新威212號,新威國小辦公室外走廊,22.898332,120.627109,(07)6871134,
交通部觀光局茂林國家風景區管理處新威遊客中心,64000320,新威里新威171號,AED設置於新威遊客中心內展示廳,22.890863,120.623247,(07)6871234,
財團法人一貫道天皇基金會一貫道天皇學院,64000320,新寮里三民路81號,財團法人一貫道天皇基金會一貫道天皇學院,22.888444,120.616589,(07)6872129,
交通部觀光局茂林國家風景區管理處-茂林遊客中心,64000360,1鄰16號,AED設置於茂林遊客中心服務台前,22.909557,120.651627,(07)6881001,
高雄市桃源區興中國民小學,64000370,高中里興中巷44巷,"學校大門口進來,穿過玄關,向左轉(走廊)第一間教室就是視聽教室",23.126824,120.714476,(07)6881850,23
國蘭花園Villa會館,64000320,寶來里寶來二巷36-30號,1樓服務台左側,23.112444,120.698419,(07)6882231,
轉角26溫泉會館,64000320,寶來里寶來二巷18之26號,櫃檯前方入口,23.107345,120.701219,(07)6882679,
高雄市立六龜高級中學,64000320,義寶里光復路212號,行政大樓中央樓梯口,22.993459,120.635497,(07)6891023,
高雄市六龜區衛生所,64000320,民治路16號,六龜區衛生所候診室,22.998094,120.633307,(07)6892844,
藤枝國家森林遊樂區,64000370,寶山巷150號,藤枝森林遊樂區遊客中心往右靠窗處,23.071939,120.757108,(07)6893118,
交通部觀光局茂林國家風景區管理處-十八羅漢山服務區,64000320,復興巷66號,十八羅漢山服務區(省道台27甲線，位於新威到六龜公路的6個隧道中間),22.950095,120.641835,(07)6893999,
藤枝國家森林遊樂區,64000370,寶山巷寶山路150號,售票亭大門進入左側靠窗處,23.067734,120.754781,(07)6895123,
高雄市立茄萣國民中學,64000260,濱海路4段29號,學校大門進來行政大樓川堂就可以看到AED,22.907092,120.181096,(07)6900054,37
高雄市永安區永安國民小學,64000270,永華路49號,東棟大樓校長室前走廊,22.815918,120.224417,(07)6912011,
高雄市永安區衛生所,64000270,永安里永安路26號,門診藥局領藥處,22.817785,120.223924,(07)6912015,
高雄市華德工家,64000260,濱海路四段66號,學校健康中心的門旁,22.906786,120.182603,(07)69212122,305
台灣鐵路管理局高雄運務段大湖火車站,64000240,甲南里天祐路24號,大湖火車站候車大廳售票窗口旁,22.878192,120.253901,(07)6932127,
誼晟生物科技股份有限公司,64000250,中山路1段150號,接待外部人員使用,22.881078,120.251423,(07)6933656,211
東方學校財團法人東方設計學院,64000250,東方路110號,綜合教學大樓1樓學生事務處衛生保健組外走廊,22.880702,120.246077,(07)6939580,
東方學校財團法人東方設計學院,64000250,東方路110號,校內新世紀大樓三樓女生宿舍交誼廳(舍監室旁),22.88091,120.246501,(07)6939580,
高雄市路竹區下坑國民小學,64000240,太平路384號,大門玄關左側,22.869254,120.290489,(07)6951015,
晟田工業科技股份有限公司,64000240,北嶺二路11號,晟田工業科技股份有限公司大廳內右側,22.825813,120.272641,(07)6955331,7112
保安警察第二總隊第一大隊第二中隊高科分隊,64000240,路科五路25號,內政部警政署保安警察第二總隊第一大隊第二中隊高科分隊駐地執勤台旁,22.835929,120.256233,(07)6955523,
高雄市路竹區路竹國小,64000240,中山路712巷16號,在本校川堂轉角的大柱子上，空間寬敞，明顯易找。,22.856683,120.260184,(07)6962128,
高雄市路竹區大社國小,64000240,大社路243號,大門口直走，放置於健康中心前。,22.866332,120.265075,(07)6962254,
高雄市路竹區衛生所,64000240,國昌路86巷22號,衛生所內一樓樓梯旁,22.851125,120.253217,(07)6962449,
高雄市路竹區一甲國民小學,64000240,大智路43號,一甲國小健康心走廊,22.873704,120.270338,(07)6962454,
高雄市路竹區三埤國民小學,64000240,三爺里民權路七號,穿堂入口,22.83662,120.280129,(07)6962688,
高雄市立路竹高中,64000240,中華路292號,高雄市立路竹高中健康中心入口右側,22.855336,120.251815,(07)6963008,136
高雄市立一甲國民中學,64000240,甲南里一甲路111號,進校門正前方上階梯左側,22.867787,120.270975,(07)6977479,
高雄市立路竹幼兒園,64000240,復興路327巷99號,大門口進來右手邊，大禮堂門邊,22.849404,120.262811,(07)6979241,
樹人醫護管理專科學校,64000240,環球路452號,進校門後看見圓環後左手邊的成功坡向上走的女生宿舍外面 於F201 F202旁,22.882501,120.261884,(07)6979845,
樹人醫護管理專科學校,64000240,環球路452號,AH棟1樓穿堂,22.88413,120.262829,(07)6979845,
樹人醫護管理專科學校,64000240,環球路452號,C棟1樓  C104旁,22.883646,120.262542,(07)6979845,
樹人醫護管理專科學校,64000240,環球路452號,多功能活動中心1樓走廊,22.882243,120.261217,(07)6979845,
樹人醫護管理專科學校,64000240,環球路452號,G棟2樓，G202旁,22.88371,120.263591,(07)6979845,
高雄市路竹區竹滬國民小學,64000240,竹滬里成功路2號,入校門後直走中走廊左側牆壁,22.861735,120.229876,(07)6981516,
茄萣日間照顧中心,64000260,民福路180巷17弄40號,大廳左側,22.871109,120.198499,(07)6987502,
高雄市茄萣區衛生所,64000260,吉定里濱海路二段1號,衛生所1樓大門入口處右方,22.876966,120.196095,(07)6989275,
高雄市湖內區明宗國民小學,64000250,保生路103號,明宗國小玄關左側,22.9068,120.222514,(07)6991350,
湖內區海埔國小,64000250,忠孝街256號,前門入口處中走廊,22.895588,120.225234,(07)6992346,
高雄市湖內國民中學,64000250,高雄市湖內區中山路二段63號,湖內國中玄關,22.907887,120.227509,(07)6993008,10
高雄市湖內區衛生所,64000250,湖中路203號,本所大門左側消防栓旁,22.895418,120.222423,(07)6993009,
高都汽車湖內營業所,64000250,中山路2段60號,顧客休息室旁,22.903561,120.231121,(07)6995151,
財團法人高雄市私立紅十字會育幼中心慈暉園,64000120,鳳山區瑞光街81號,一樓大廳  大門穿堂  位於建築物中心位置,22.611359,120.349316,(07)7019476,
高雄市新光高中,64000140,鳳屏一路217號,"健康中心位於新光高中學務處隔壁, 由大門口經穿堂轉右手邊經過教官室及學務處,即可抵達目的地,門口有自發光指示牌",22.635555,120.390504,(07)7019888,
中華機械股份有限公司高雄營業處,64000140,鳳屏一路268號,辦公室大門口進來11點鐘方位,22.633124,120.388377,(07)7030808,
高雄市大寮區中庄國民小學,64000140,中庄里中庄路59號,中央教學大樓一樓玄關，由前棟及後方運動場皆可目視AED所在位置。,22.635001,120.397477,(07)7032838,
高雄市立中庄國中,64000140,光明路三段1437號,校門口右邊入學務處樓梯上牆邊,22.628618,120.409588,(07)7033166,
高雄市大寮區後庄國民小學,64000140,民揚路28號,大門口進來後於穿堂左邊1樓健康中心。,22.636725,120.38847,(07)7035278,
高雄市瑞豐國小,64000090,瑞隆路100號,放置於傳達室內,22.599902,120.335956,(07)7110846,6036
高雄市立大仁國中,64000080,建國一硌148號,大仁國中傳達室,22.632816,120.329643,(07)7114302,38
高雄市政府衛生局,64000080,凱旋二路132-1號,一樓服務台旁，疾管處門口牆上,22.626242,120.325318,(07)7134000,
高雄市政府衛生局,64000080,凱旋二路132-1號,出電梯口左手邊，廁所旁,22.626544,120.324941,(07)7134000,6163
高雄巿三信高級家事商業職業學校,64000080,三多一路186號,瓊瑤大樓1樓中間樓梯旁,22.622097,120.328857,(07)7134057,
高雄巿三信高級家事商業職業學校,64000080,三多一路186號,行政大樓教官室前走廊,22.622097,120.328857,(07)7134057,
家福股份有限公司五甲分公司,64000120,林森路291號,收銀線,22.596292,120.336806,(07)7138508,
裕昌汽車股份有限公司一心分公司,64000090,一心一路356號,1樓商談區,22.608537,120.317302,(07)7138787,
高雄市立英明國中,64000080,高雄市苓雅區英明路147號,健康中心門口右邊柱子,22.615194,120.324889,(07)7150949,
高都汽車三多服務廠,64000080,三多二路91號,客休室沙發區及吧台中間,22.620485,120.325112,(07)7151551,
澄清眼科,64000120,五甲二路302號,診所1樓大廳,22.611359,120.349316,(07)7153625,
國立高雄師範大學,64000080,和平一路116號,操場邊之體育館一樓正門入口左側,22.625128,120.322046,(07)7172930,1119
國立高雄師範大學,64000210,深中路62號,行政教學區致理大樓一樓入口右側,22.782789,120.404556,(07)7172930,1119
國立高雄師範大學,64000080,和平一路116號,活動中心一樓(操場邊),22.624489,120.321128,(07)7172930,12911293
高雄市立青年國民中學,64000120,青年路二段89號,大門進入後第一棟一樓中廊左側，近總務處的轉角處。,22.630731,120.349345,(07)7190419,
高雄市立高雄女子高級中學,64000070,五福三路122號,高雄女中粽合大樓一樓玄關(總務處前方),22.6209,120.293,(07)72115418,
高都汽車瑞豐服務廠,64000090,保泰路431號,接待區牆面,22.60449,120.336407,(07)7212161,
高雄市前鎮區光華國民小學,64000090,廣西路57號,光華國小傳達室內,22.615418,120.320107,(07)7222846,23
高雄市私立正義高級中學,64000120,南江街183號,置於警衛室入口正前方牆壁,22.602567,120.339772,(07)7225529,25
高雄市立高雄高商,64000060,五福二路3號,AED放置於中正樓玄關右側,22.625479,120.309332,(07)72269975,1312
高雄市苓雅區福康國小,64000080,漢陽街17號,健康中心前門入口處,22.618923,120.329169,(07)7227134,
高雄市私立國際高級商工職業學校,64000080,三多二路84號,位於總務處門口外走道,22.621233,120.326311,(07)7228665,263
高雄市體育處中正運動場(含體育處),64000080,中正一路99號,中正運動場北門入口,22.625484,120.333965,(07)7229449,611
高雄市立中正高級工業職業學校,64000090,光華二路80號,位於中正高工足球場，體育組辦公是靠近操場的牆面上。,22.61148,120.319283,(07)7232301,291
高雄市立中正高級工業職業學校,64000090,光華二路80號,中正高工正門口警衛室,22.610643,120.31754,(07)7232301,291
高雄市政府警察局苓雅分局福德二路派出所,64000080,福德二路77號,福德二路派出所,22.632309,120.327964,(07)7233343,
高雄中央公園英迪格酒店,64000060,中山一路4號,進大門後，櫃檯後方之櫃檯辦公室，靠左面牆壁,22.624478,120.301379,(07)72721555,
正修科技大學,64000050,澄清路840號,放置地點於學生活動中心二樓衛保組門口 為校園中心點 方便取用,22.647373,120.347183,(07)73106061,124
正修科技大學,64000120,澄清路840號,圖科大樓大門口左側  進修部辦公室,22.64819,120.350094,(07)7312787,
正修科技大學,64000120,澄清路840號,生活創意大樓大門入口處左側,22.648825,120.348555,(07)7312787,
正修科技大學,64000120,澄清路840號,行政大樓一樓服務台旁,22.650666,120.349768,(07)7312787,
高雄市鳥松區衛生所,64000180,文前路文北巷1弄4號,放置於診療室入口旁,22.663571,120.362767,(07)7316404,
高雄市政府警察局鳳山分局文山派出所,64000120,鳳松路127號,高雄市政府警察局鳳山分局文山派出所,22.641174,120.363582,(07)7324341,
高雄市立三民高級中學,64000050,金鼎路81號,AED放置於教官室走廊，位處本校校園中心點位置,22.662482,120.32723,(07)73475181,826
高雄市政府環境保護局,64000180,澄清路834號,大門口總機服務處和A棟電梯中間(哺乳室正對面),22.649982,120.348524,(07)7351500,
高雄市立楠梓高級中學,64000040,清豐路19號,放至於大門口正對面的穿堂右側牆邊,22.7268,120.2975,(07)73550571,9
高雄市立楠梓特殊學校,64000040,德民路211號,aed位於本校健康中心入口左邊靠牆處。,22.728458,120.313892,(07)73642007,214
內政部警政署保安警察第五總隊,64000170,中正路451號,大門口會客室,22.694793,120.360845,(07)73720343,5079
高雄市後備指揮部,64000050,武功巷52號,"一進大門口後 右手邊服務台
進去後在右側牆邊即可看到AED",22.672016,120.331213,(07)73725915,
高雄市陽明國小,64000050,義德路52號,綜合球場旁邊玄關,22.645581,120.335411,(07)73851916,724
中山網球場,64000050,平等路12號,進球場大廳左邊,22.638398,120.320617,(07)73863660,
高雄市立志高級中學,64000050,大昌一路98號,由大昌一路進入本校，放置於教官室後門口與高國中部出入口,22.65319,120.326639,(07)73922601,
高都汽車股份有限公司鳳山分公司,64000120,建國路一段410號,面對客休室吧檯左手邊，牆上的紅色保管箱裡面。,22.634984,120.366772,(07)7401101,
財政部高雄國稅局鳳山分局,64000120,曹公路55-1號,前棟1樓入口處左手邊民眾書寫區桌上,22.628686,120.356996,(07)7404001,
高雄市政府文化局鳳儀書院,64000120,鳳明街62號,鳳儀書院左側，員工休息室外側（遊客休息區前方）,22.627658,120.359508,(07)7405362,
中正國防幹部預備學校,64000120,高雄市鳳山區凱旋路1號,中央樓梯左側,22.605233,120.361195,(07)7414188,5802
高雄市鳳山區衛生所,64000120,經武路34巷2號,本所一樓服務台,22.627236,120.362875,(07)7430437,
交通部臺灣鐵路管理局高雄運務段鳳山站,64000120,曹公路137號,往1月台電梯旁,22.630855,120.357472,(07)7460423,
交通部台灣鐵路管理局高雄運務段鳳山站,64000120,曹公路137號,候車大廳充電區旁,22.630855,120.357472,(07)7460423,
交通部臺灣鐵路管理局高雄運務段鳳山站,64000120,曹公路137號,第1月台嚮導員室旁,22.630855,120.357472,(07)7460423,
交通部臺灣鐵路管理局高雄運務段鳳山站,64000120,曹公路137號,第二月台行車室旁,22.630855,120.357472,(07)7460423,
國立鳳山商工,64000120,鳳山區文衡路51號,大仁樓1樓保健室門口左側牆壁,22.634185,120.35803,(07)7462602,224
國立鳳山高級中學,64000120,光復路二段130號,體育館內,22.629632,120.346221,(07)7463150,
國立鳳山高級中學,64000120,光復路二段130號,1樓中走廊公用電話上方,22.629926,120.345713,(07)7463150,
高雄市鳳山區誠正國小,64000120,黃埔新村國校巷７８號,健康中心外走廊,22.616848,120.363867,(07)7463417,60
高雄市鳳西國中,64000120,興中里光華路69號,鳳西國中健康中心大門入口左側,22.62102,120.35347,(07)7463452,28
大東醫院,64000120,光遠路171-2號,門診大廳掛號室外明顯處,22.625385,120.361918,(07)7463762,
高雄市議會,64000120,國泰路二段156號,入口大廳左側駐衛警值班台,22.621263,120.347335,(07)7470171,
高雄市議會,64000120,國泰路二段156號,議事廳左側放映室,22.621335,120.347484,(07)7470171,
高雄市政府警察局刑事警察大隊,64000120,光遠路388號,勤務指揮中心旁,22.626245,120.357618,(07)7472416,
鳳山體育場,64000120,體育路65號,體育館門口進入大廳左前柱上,22.621925,120.354361,(07)7473151,
台灣糖業股份有限公司高雄區處鳳山休閒廣場,64000120,國泰路一段152號,辦公室位於園區圓環處,22.614694,120.358427,(07)7473382,
高雄市老人公寓,64000120,平等路174號,掛放於1樓大廳門口牆壁上,22.620397,120.351154,(07)7481803,
高雄市立中正高級中學,64000080,中正一路8號,進入圖書館大門右側,22.626162,120.338815,(07)7491992,
高雄市立中正高級中學,64000080,中正一路8號,本校大門口，警衛室室內,22.626162,120.338815,(07)7491992,888
高雄市苓雅區福東國小,64000080,高雄市苓雅區福德三路96號,校門口警衛室21小時駐點，偶爾駐守人員會巡邏校園。,22.626881,120.326254,(07)7510048,
高雄市苓雅區五權國小,64000080,三多二路100號,活動中心一F游泳池旁,22.620775,120.323526,(07)7511074,
高雄市苓雅區五權國小,64000080,三多二路100號,三多路大門進來玄關右側,22.620688,120.324309,(07)7511074,
高雄市政府文化局打狗英國領事館文化園區,64000020,哨船街7號,辦公室入口右側,22.617561,120.267406,(07)75314170,
艾奕康工程顧問股份有限公司高雄辦公室,64000090,復興四路12號6樓之1,高雄市軟體園區A棟6F-1，員工辦公室,22.604754,120.300153,(07)75376611,
高雄市立明華國中,64000020,明誠三路582號,在C棟1F圖書館旁,22.66195,120.30118,(07)75502001,
高雄市鹽埕分局七賢派出所,64000010,七賢三路170號,高雄市鹽埕區七賢派出所大門口,22.627323,120.282947,(07)75513534,
高雄市中華藝術學校,64000020,美術館路89號,北校區健康中心入口左邊,22.655584,120.289404,(07)75549696,333
高雄市立旗津國民中學,64000100,805高雄市旗津區中洲二路207號,大門口警衛室內,22.588721,120.285816,(07)75714595,
高雄市立海青工商,64000030,左營大路1號,教官室前穿堂,22.674917,120.285326,(07)75819155,9
左營慈濟宮管理委員會,64000030,蓮潭路9號,進入慈濟宮辦公室 左側,22.680873,120.29164,(07)75821602,
左營活動中心,64000030,明德新村7-1號,進入大門口左側辦公室旁的轉角牆上,22.692099,120.286986,(07)75851859,
國立高雄大學,64000040,高雄大學路700號,圖書資訊大樓一樓自主學習外空間,22.734415,120.285178,(07)75919009,
十鼓橋糖文創園區,64000200,糖廠路24號,"十鼓文創商品館
在鼓樂心靈饗宴之後，為將鼓樂震撼的感動記憶帶回家，這裡可提供您影音、紀念品、T、俠客包、明信片‧‧‧等的各式選擇。",22.755141,120.313809,(07)76119629,
國立高雄師範大學附屬高級中學,64000080,凱旋二路89號,晨曦樓川堂,22.626291,120.322716,(07)7613875,525
力邁斯健身運動廣場,64000090,保泰路355號2樓,"1.出電梯大門直走，至第二梁柱
2.AED掛置在梁柱上",22.603443,120.334932,(07)7615092,
交通部台灣鐵路管理局高雄運務段岡山站,64000190,岡燕路111號,"車站候車旅客等候之候車大廳
剪票口旁",22.792271,120.300019,(07)76212074,
空軍軍官學校,64000190,介壽西路西首一號,配合軍區緊急救護使用，平時不對外開放,22.783482,120.270724,(07)76254141,977220
和春護理之家,64000190,中山南路268號,2樓護理站前,22.782552,120.299762,(07)76265580,
吉園股份有限公司,64000190,三和里中崙寮路1號,願行館1樓服務櫃檯後方,22.828852,120.331353,(07)76281911,
舜倡發企業股份有限公司,64000230,復安里復安13-6號,舜倡發企業股份有限公司辦公室旁,22.838626,120.334336,(07)76331456,
高雄市立忠孝國民中學,64000120,國泰路二段81號,忠孝國中大門口進入，正前方行政大樓川廊左轉第一間總務處走廊牆壁處,22.61976,120.345811,(07)7635252,
高雄市大樹區龍目國小,64000150,龍目路56號,龍目國小大門口警衛室前,22.689031,120.408877,(07)76514110,30
高雄市大寮區溪寮國民小學,64000140,溪寮里溪寮路69號,溪寮國小南棟校舍辦公室前,22.630094,120.420563,(07)76516256,
高雄市立溪埔國民中學,64000150,溪埔路1號,校舍一樓穿堂,22.731402,120.445837,(07)76561335,
旗山轉運站,64000300,大同街23號,候車大廳售票處旁靠牆處,22.88357,120.484559,(07)76612053,
國立旗美高級中學,64000300,東平里樹人路21號,第二棟綠色大樓,22.88515,120.494002,(07)76612502,
國立鳳新高中,64000120,新富路257號,行政大樓1樓教官室門口右側牆壁,22.613077,120.343064,(07)7667648,
CURVES女性專用30分鐘健身中心 鳳山青年店,64000120,青年路二段478號2樓,面向環狀運動圈左側,22.644418,120.351094,(07)7676266,
香港商世界健身事業有限公司鳳山文衡分公司,64000120,文衡路506號,Worldgym世界健身鳳山文衡店一樓客服櫃檯前,22.641354,120.349327,(07)7678822,
高雄市六龜區新發國民小學,64000320,新發里和平路130號,"1. 廚房旁邊
2.樓梯口公共電話下面",23.032411,120.663863,(07)76791387,
高雄市美濃區龍山國民小學,64000310,龍山里龍山街62號,位於學校大門口進來，看見教師辦公室門口的左側邊,22.864619,120.555854,(07)76833654,
高雄市政府警察局湖內分局,64000250,中山路一段290號,面向服務台左側,22.885475,120.245659,(07)76932155,
高雄市湖內區文賢國民小學,64000250,中正路2段39號,位於本校大門入口右側牆壁。,22.908516,120.213252,(07)76996930,
高雄市政府社會局長青綜合服務中心,64000080,四維二路51號,長青中心一樓大廳入口左側第二根柱子牆面上,22.626881,120.326254,(07)7710055,
高雄市政府社會局長青綜合服務中心,64000080,四維二路51號,高雄市政府社會局長青綜合服務中心3樓大廳處,22.622092,120.320377,(07)7710055,
大潤發流通事業股份有限公司鳳山分公司,64000120,文化路59號,B1F美商街.收銀線,22.633623,120.355462,(07)77102999,
交通部公路總局高雄區監理所,64000120,武營路361號,大廳入口處，服務台前,22.615264,120.336197,(07)7711101,801
交通部台灣鐵路管理局高雄機廠,64000120,武慶二路221號,武慶二路的大門(東門)，進入入口直走，至文康中心左轉後直走，位於右側聯合辦公室。,22.615926,120.332301,(07)7712577,68
Curves女性健身中心前鎮瑞隆店,64000090,永豐路36號2樓,運動圈旁,22.604263,120.333873,(07)77212776,
高雄市中正國民小學,64000080,輔仁路100號,校門口玄關願景牆左邊,22.629891,120.333472,(07)77225936,711
高雄市立光華國民中學,64000090,和平二路170號,大門口旁右邊的傳達室,22.611342,120.322438,(07)7722622,22
澄清湖棒球場,64000180,大埤路113號,外野出入口右側,22.654017,120.358722,(07)77336978,
澄清湖棒球場,64000180,大埤路113號,大門入口內右側區,22.65477,120.359398,(07)77336978,
澄清湖棒球場,64000180,大埤路113號,二樓大門入口右側,22.65424,120.358223,(07)77336978,
中正技擊館,64000080,中正一路96號,2F西館電梯出入口,22.627696,120.334848,(07)77519325,
高雄市立文山高中,64000180,大埤路31號,活動中心外,22.647606,120.353513,(07)7777272,
正修科技大學,64000120,濱山街80號,宿舍公佈欄旁,22.647452,120.352086,(07)7779233,
健身工廠鳳山廠,64000050,澄清路466號-1,2F會服部前門板上,22.640824,120.345623,(07)7781177,
聚和國際股份有限公司,64000140,華東路28號,守衛室外側明顯處,22.579444,120.433424,(07)77887600,
聚和國際股份有限公司,64000140,華東路28號,成品倉庫前方,22.579444,120.433424,(07)77887600,114
高雄市立空中大學-圖書館,64000110,大業北路436號,高雄市立空中大學-圖書館,22.566974,120.346384,(07)78012008,3202
正修科技大學,64000120,文濱路69號,文山學園宿舍入口處,22.641031,120.348473,(07)7801660,7801655、7801655
高都汽車LEXUS建國服務廠,64000120,建國路三段386號,展示中心內,22.638139,120.34849,(07)7805077,
交通部民用航空局高雄航空站,64000110,中山4路2號,國內航廈候機室(金龍廳),22.570729,120.344764,(07)78057610,
交通部民用航空局高雄航空站,64000110,中山4路2號,國際航廈3樓26號登機門,22.572438,120.341696,(07)78057610,
交通部民用航空局高雄航空站,64000110,中山4路2號,國內航廈服務台前方,22.574427,120.349359,(07)78057610,
輔英科技大學,64000140,永芳里進學路151號,女三宿1F，近樓梯。,22.600194,120.389943,(07)7811151,
輔英科技大學,64000140,永芳里進學路151號,G棟3F，近研發總中心。,22.600724,120.388865,(07)7811151,
輔英科技大學,64000140,永芳里進學路151號,行政大樓，近右側推廣教育組辦公室旁入口處。,22.60275,120.389948,(07)7811151,
輔英科技大學,64000140,永芳里進學路151號,體育館大門左側,22.60432,120.388838,(07)7811151,9
高雄市大寮區翁園國小,64000140,翁園裡翁園路79號,新校舍一樓中間穿堂處,22.622691,120.40883,(07)7811685,
高雄市大寮區衛生所,64000140,進學路129巷2-1號,大門進入，電梯旁牆上,22.607632,120.393914,(07)7811965,
高雄市大寮區永芳國民小學,64000140,鳳林三路499號,校門口懸玄關,22.584481,120.401191,(07)7812814,
高雄市大寮區忠義國小,64000140,忠義路1號,健康中心門口,22.616865,120.3847,(07)7812858,16
高雄市立瑞祥高級中學,64000090,班超路63號,活動中心1樓(游泳池旁),22.597079,120.314721,(07)78152271,
中山工商職校,64000140,正氣路79號,保健室外走道,22.599783,120.392987,(07)7815311,236
中山工商職校,64000140,正氣路79號,導師室外,22.600566,120.393237,(07)7815311,236
中山工商職校,64000140,正氣路79號,近體育器材室,22.598609,120.392926,(07)7815311,236
中山工商職校附設幼兒園,64000140,正氣路79號,往操場走廊牆邊,22.600194,120.392647,(07)7815311,236
中山工商職校,64000140,正氣路79號,導師室外,22.600055,120.392266,(07)7815311,236
高都汽車鳳林營業所,64000140,力行路197號,展示間側門口,22.638063,120.369512,(07)7827271,
高雄市大寮區山頂國民小學,64000140,高雄市大寮區山頂里山頂路211號,活動中心門口右側,22.607434,120.389299,(07)7828205,30
高英工商,64000140,鳳林三路19巷44號,健康中心入口處右邊靠牆處,22.594351,120.40073,(07)7832991,
高雄市立大寮國民中學,64000140,永芳里進學路150號,大寮國中第一棟一樓總務處旁,22.603552,120.392717,(07)7837091,390
長興材料工業股份有限公司(大發廠),64000140,裕民街30號,A棟1樓,22.588008,120.435424,(07)7871564,
長興材料工業股份有限公司(大發廠),64000140,大發工業區裕民街30號,B棟1樓大廳門口,22.588008,120.435424,(07)7871564,
台灣電力公司訓練所高雄訓練中心,64000140,華西路41號(大發工業區),教學大樓穿堂明顯處,22.588652,120.42265,(07)7872201,
長春集團(人造樹脂)大發廠,64000140,大發工業區華西街八號,一樓聯合辦公室,22.573101,120.423009,(07)7872654,
長春集團(石油化學)大發廠,64000140,大發工業區華西路8號,長春集團大發廠醫護室,22.572962,120.424697,(07)7872654,987
高雄市立潮寮國中,64000140,潮寮里潮寮路51-9號,學校玄關(川堂),22.56395,120.424186,(07)7879544,26
長春集團大連化學工業股份有限公司(大發廠),64000140,大發工業區華西路8-1號,設置於中央控制室1及中央控制室2休息室,22.573696,120.424114,(07)7881165,990
長春集團大連化學工業股份有限公司(大發廠),64000140,大發工業區華西路8-1號,設置於中央控制室1及中央控制室2休息室,22.573636,120.423471,(07)7881165,990
和春技術學院,64000140,至學路288號,1.大發校區，圖資大樓一樓,22.58283,120.396831,(07)7889888,2451
裕昌汽車股份有限公司鳳山分公司,64000120,光復路89號,出納櫃台旁,22.628946,120.359635,(07)7902888,
香港商世界健身事業有限公司鳳山中山分公司,64000120,中山路149號2F,MMA前面,22.622607,120.358141,(07)7903333,
香港商世界健身事業有限公司鳳山中山分公司,64000120,中山路149號2F,教練櫃台旁,22.622607,120.358141,(07)7903333,
高雄市小港區桂林國小,64000110,高雄市小港區桂陽路390號,玄關,22.582394,120.350933,(07)7910766,
哲園社區管理委員會,64000110,中安路900號,一樓管理大廳信箱區前,22.584605,120.367266,(07)7911200,
高雄市小港區明義國民小學,64000110,明義街77號,大門玄關(德風樓)右側,22.582874,120.367227,(07)7916199,
高雄市前鎮區紅毛港國小,64000090,高雄市前鎮區明鳳七街1號,校門旁警衛室,22.583702,120.334713,(07)7917608,521
